filename,width,height,ROV,Duto,Cruzamento,Sucata_bb,Flange,Flutuador,Equipamento
040bkg5OjV.png,1920,1080,1,1,0,0,0,0,0
04ubwqktey.png,1920,1080,0,1,0,0,0,0,0
05EaugGDk9.png,720,576,0,1,0,0,0,1,0
05fQHAlFOU.png,720,576,1,0,0,0,1,0,0
05lH72d1y5.png,1920,1080,1,0,0,0,1,0,0
05WDNkfWEB.png,1920,1080,0,1,0,0,0,0,0
05Z762ECbT.png,704,480,1,1,0,0,0,0,0
069jqUExBc.png,1920,1080,1,0,0,0,1,0,0
06ab3JIVns.png,1920,1080,0,0,0,0,1,0,0
06aJbflcsN.png,1920,1080,1,0,0,0,1,0,0
06FRGoYcAt.png,1920,1080,0,1,0,0,0,0,0
0762gXOdNI.png,1920,1080,0,1,0,0,0,0,0
078HSxpRLM.png,1920,1080,0,0,0,0,1,0,1
07EJrDZrSs.png,1920,1080,0,1,0,0,0,0,0
07eVQaXKJi.png,1920,1080,1,0,0,0,1,0,1
07FGeouHP9.png,720,576,1,0,0,0,0,0,0
07fhbREVwf.png,1920,1080,1,1,0,0,0,0,0
07joTtrh0e.png,1920,1080,0,1,0,0,0,1,0
07kcVZKLzH.png,1920,1080,1,1,0,0,0,0,0
07lOI4TIXk.png,1920,1080,0,1,0,0,1,0,0
07SDjyq1TA.png,1920,1080,0,1,0,0,0,0,0
07SOv3qIyv.png,1920,1080,1,0,0,0,0,0,0
07t7ihTRri.png,720,480,0,1,0,0,1,0,1
07UjSAhq4d.png,1920,1080,0,0,0,0,1,0,1
07xvzjm948.png,720,480,0,1,0,0,0,0,0
0888OTRR4r.png,1920,1080,0,1,0,0,0,0,0
08DwGJLFhf.png,640,480,1,0,0,0,1,0,0
08hncrX5mG.png,720,480,0,1,0,0,1,0,0
08ppZDu9uI.png,1920,1080,1,0,0,0,1,0,0
08PqvUbHg8.png,1920,1080,0,1,0,0,0,0,0
08r9wUQcKM.png,720,480,0,1,0,0,0,0,0
08x3pIXauT.png,1280,720,0,0,0,0,1,0,1
09cHfx1RYs.png,1920,1080,0,1,0,0,0,0,0
09DzlPq6xV.png,720,576,1,0,0,0,0,0,0
09Fgr8mvEs.png,352,240,0,1,0,0,0,0,0
09g6Ev2vHG.png,1920,1080,1,1,0,0,0,0,0
09GAsNEmmJ.png,1920,1080,1,1,0,0,0,0,0
09KwUPmCf9.png,1920,1080,0,1,0,0,0,0,0
09mNjPnQaH.png,1920,1080,0,1,0,0,0,0,0
09VmDDNGBn.png,640,480,0,1,0,0,0,0,0
09w2RDjlj0.png,1920,1080,1,0,0,0,0,0,0
0A21XoENGB.png,1920,1080,0,1,0,0,0,0,0
0A65R7iGQq.jpg,1280,720,0,1,0,0,0,0,0
0A8xGvGNeR.png,1280,720,0,0,0,0,0,0,1
0aB0FjZzjQ.png,1920,1080,0,0,0,0,1,0,0
0aiG7puxNo.png,640,480,0,0,0,0,0,0,1
0AJw8dJUtz.png,1280,720,1,1,0,0,1,0,0
0akW7EYKQS.png,1920,1080,0,0,0,0,0,0,0
0ALeIS5p47.png,1920,1080,0,0,0,0,1,0,1
0aPP1UZpNn.png,640,480,0,1,0,0,0,0,0
0aRNatDV9p.png,1920,1080,0,0,0,0,1,0,1
0aSh6U2MZ8.png,1920,1080,1,0,0,0,0,0,0
0AsOB4cEcb.png,704,480,1,0,0,0,0,0,0
0ATfHFptEC.png,720,576,0,1,0,0,0,0,0
0Atqqhv9of.png,1920,1080,1,1,0,0,0,0,0
0aunRQju5r.png,1920,1080,0,1,0,0,0,0,0
0AUritOJeK.png,1920,1080,0,0,0,0,1,0,1
0avY7PLGWp.png,1920,1080,0,0,0,0,0,0,0
0aWdDKCsU3.png,1920,1080,1,1,0,0,0,0,0
0axyVAmIB4.png,352,240,1,0,0,0,0,0,0
0aYyxwO5OQ.png,1920,1080,1,1,0,0,0,0,0
0b3p3BJQ6p.png,1920,1080,1,0,0,0,1,0,0
0b6qDtceS0.png,720,480,1,1,0,0,0,0,0
0BAnvNVTlM.png,1920,1080,1,0,0,0,0,0,0
0bd4eUPe6U.png,1920,1080,1,0,0,0,1,0,0
0BDStoyasW.png,1920,1080,0,1,0,0,0,0,0
0bECMTMoPV.png,1920,1080,0,1,0,0,0,0,0
0BFG3a7oaz.png,856,480,0,1,0,1,0,0,0
0Bi0klTGwP.png,1920,1080,0,1,0,0,0,0,0
0BlBlIfMqi.png,1920,1080,0,1,0,0,0,0,0
0bNc49kpt7.png,640,480,0,0,0,0,0,0,1
0BNn3x1BMV.png,1280,720,1,1,0,0,0,0,0
0brMrm5K4U.png,640,480,0,0,0,0,0,0,0
0bVcdqxKyt.png,1920,1080,1,1,0,0,0,0,0
0bVSmQNIxs.png,856,480,1,0,0,0,0,0,0
0bVWdC7avc.png,1920,1080,0,1,1,0,0,0,0
0BW4RPl6EI.png,1920,1080,1,0,0,0,0,0,1
0By4GG3FUd.png,704,480,1,1,0,0,0,0,0
0byCk9RLoR.png,1920,1080,0,1,0,0,0,0,0
0C32JI9ZDX.png,1920,1080,0,1,0,0,0,0,0
0C4t3pjEA7.png,1920,1080,1,1,0,0,0,0,0
0c7KBx9SCF.png,1920,1080,0,1,0,0,0,0,0
0cA93deOEc.png,1920,1080,1,0,0,0,1,0,0
0CAa91xett.png,1920,1080,0,1,0,0,1,0,0
0cbAaccCxA.png,1920,1080,1,0,0,0,1,0,1
0cbN406o1q.png,640,480,0,0,0,0,1,0,0
0CCtiHHF75.png,640,480,0,1,0,0,0,0,0
0CGBmHSLU5.png,1280,720,0,0,0,0,0,0,1
0ChPhFc4at.png,1920,1080,1,1,0,0,0,0,0
0ChSUulrIz.png,704,480,1,1,0,0,0,0,0
0cnSsXj4xW.png,1920,1080,0,1,0,0,0,0,0
0CP07eR67Z.png,1920,1080,0,1,0,0,0,0,0
0Cpwrq1CDo.png,720,480,1,1,0,0,0,0,0
0CQu630Kdw.png,1920,1080,1,0,0,0,0,0,0
0CrlrybfFo.png,352,240,0,0,0,0,1,0,1
0Csc9EVpBw.png,1920,1080,0,0,0,1,0,0,0
0CtidrLa9a.png,1920,1080,0,0,0,0,0,0,0
0cWz4qxLzR.png,720,576,0,1,0,0,0,0,0
0cYWbFdlMt.png,720,480,0,1,0,0,0,0,0
0D0atrF8Rh.png,1920,1080,1,0,0,0,1,0,1
0D6ayylzjL.png,1920,1080,1,0,0,0,0,0,0
0d6TKA580M.png,1920,1080,1,0,0,0,1,0,1
0dbDfvjHgm.png,352,240,0,0,0,0,1,0,1
0DBK47myFy.png,1920,1080,1,0,0,0,0,0,0
0Dk9m5rJyo.png,1920,1080,1,0,0,0,0,0,0
0DlNMdk1XW.png,640,480,0,1,0,0,0,0,0
0DMjUtiErB.png,1920,1080,0,1,0,0,0,0,0
0dN3Wyd1dp.png,1920,1080,1,1,0,0,1,0,0
0dp4lLZPI9.png,1920,1080,1,0,0,0,0,0,0
0DRtlDFjUi.png,1920,1080,1,0,0,0,0,0,0
0dSXY24xg9.png,1920,1080,0,1,0,0,1,0,0
0DvPytOdlg.png,1920,1080,0,1,0,0,0,0,0
0dy4ircesp.png,1920,1080,0,1,0,0,0,0,0
0dYSiqV061.png,720,576,1,0,0,0,1,0,0
0E3Fhc9wzR.png,1920,1080,0,1,0,0,0,0,0
0ea0ao4OZX.png,640,480,0,1,0,0,0,0,0
0EAGxXm5Qh.png,1920,1080,0,1,0,0,0,0,0
0eaiPmluHx.png,856,480,0,1,0,0,0,0,0
0ebxhuj3SU.png,1920,1080,0,1,0,0,0,0,0
0ED2UHLzVo.png,1920,1080,0,0,0,1,1,0,0
0EhJFkahog.png,1920,1080,1,0,0,0,1,0,0
0EIAEGkzGf.png,1920,1080,0,1,0,0,0,0,0
0ELfPbDfN7.png,1920,1080,1,1,0,0,1,0,0
0EmSIemXsX.png,640,480,0,0,0,1,0,0,1
0eMzMpkB4i.png,1920,1080,0,1,0,0,1,0,0
0EnPGozadM.png,1920,1080,1,1,0,0,1,0,0
0eQ66MgzCc.png,640,480,0,1,0,1,0,0,0
0EU5x84JHt.png,1920,1080,0,0,0,0,0,0,0
0EwfefCbtl.png,1920,1080,0,1,0,0,1,0,0
0Ezih3WFkZ.png,1920,1080,1,0,0,0,1,0,1
0FALqnLYDo.png,704,480,1,1,0,0,0,0,0
0FANGwezMp.png,704,480,1,0,0,0,0,0,0
0fbcmO8aHt.png,1280,720,0,1,0,0,0,0,0
0fBxHtYM89.png,1920,1080,0,1,0,0,0,0,0
0FC3BL7Pe9.png,1920,1080,0,1,0,0,0,1,0
0FchdUKhYX.png,1920,1080,0,0,0,1,1,0,0
0fGPnbF1vR.png,1920,1080,0,0,0,0,1,0,0
0fhZNoQcJl.png,1920,1080,1,0,0,0,1,0,0
0Fj3EsZvA0.png,1920,1080,0,0,0,0,0,0,1
0fjAqvodu8.png,720,576,0,1,0,0,0,1,0
0FJUeh6ylz.png,704,480,1,1,0,0,0,0,0
0FrXc4RBW9.png,1920,1080,1,1,0,0,0,0,0
0Fv0ZMODaM.png,640,480,0,0,0,0,0,0,0
0Fv2fBPnkE.png,1920,1080,0,1,0,0,0,0,0
0g3yPzPiwQ.png,1920,1080,0,1,0,0,0,0,0
0gDZ3MJJv0.png,1920,1080,0,1,0,0,0,0,0
0GKI8iiZNs.png,720,576,1,0,0,0,0,0,0
0GLzv3TauW.png,1920,1080,1,1,0,0,0,0,0
0GM7vxjHtO.png,1920,1080,0,1,0,0,0,0,0
0GTW8QScMm.png,1920,1080,1,0,0,0,1,0,0
0gUbydOgGq.png,1920,1080,0,1,0,0,1,0,0
0GwHUuAIz1.png,1920,1080,1,0,0,0,0,0,0
0h9FJOEY55.png,1920,1080,0,0,0,0,0,0,0
0h9jcQm83i.png,1920,1080,0,0,0,0,1,0,0
0HAzKlgfj3.png,640,480,0,0,0,0,0,0,1
0hBleOzC61.png,1920,1080,0,1,0,0,0,0,0
0hcOL2jpxZ.png,1920,1080,0,0,0,1,1,0,0
0hieqUwu7N.png,1920,1080,0,0,0,0,1,0,1
0HMyviXSuS.png,1920,1080,0,0,0,0,0,0,0
0holWXdnrK.png,352,240,0,1,0,0,0,0,0
0hoSrQQz3O.png,1920,1080,0,1,0,0,0,0,0
0Hp70wxvXv.png,1920,1080,1,0,0,0,1,0,1
0hSeRfc3dM.png,1920,1080,0,0,0,0,1,0,0
0htlmHeJkG.png,640,480,0,0,0,0,0,0,1
0hUuul5LTV.png,640,480,0,1,0,0,0,0,0
0hWdzpZRm6.png,1920,1080,0,0,0,0,0,0,0
0HXqPQYCGf.png,1920,1080,0,1,0,0,0,0,0
0I3eGna56X.png,1920,1080,1,0,0,0,0,0,0
0I4kcMnUdz.png,1920,1080,1,1,0,0,1,0,0
0I8JcZxaYE.png,720,480,1,1,0,0,0,0,0
0iE77iqnqW.png,720,480,1,1,0,1,0,0,0
0IL2lLrQpn.png,1920,1080,0,1,0,0,0,0,0
0iPLR0ePnB.png,1920,1080,1,0,0,0,0,0,1
0IPtE5FAdQ.png,1920,1080,1,0,0,0,0,0,0
0IRRJBHAMn.png,1920,1080,0,1,0,0,0,0,0
0ITpFBffIr.png,1920,1080,0,0,0,0,0,0,0
0IUOoKuEqH.png,1920,1080,0,0,0,0,1,0,0
0IVni79BzC.png,1280,720,0,0,0,0,0,0,0
0IvWCQz0uG.png,720,576,1,1,0,0,0,0,0
0J8LWmMaih.png,720,576,1,1,0,0,0,0,1
0jeiqMtPDy.png,720,576,1,1,0,0,0,0,0
0jEXLi3MZ2.png,1920,1080,0,1,0,0,0,0,0
0JfXpH9mRH.png,1280,720,0,0,0,0,1,0,0
0JGRQWJ8eZ.png,1920,1080,1,1,0,0,0,0,0
0JiQvM2GIH.png,720,480,0,1,0,0,0,0,0
0Jkzus9Gzr.png,1920,1080,0,1,0,0,0,0,0
0JLCAlpEke.png,1920,1080,1,0,0,0,0,0,0
0jRuswjdC5.png,1280,720,0,1,0,0,0,0,0
0JXE0x3AjD.png,640,480,0,0,0,0,0,0,1
0jZkbxvM1y.png,1920,1080,0,1,0,0,0,0,0
0K16wQGyh3.png,1280,720,0,1,1,0,0,0,0
0KB1sdUQcA.png,1920,1080,1,0,0,0,0,0,0
0kCtE4rPRT.png,1920,1080,0,0,0,0,1,0,1
0kGbwhz6mK.png,640,480,0,0,0,0,0,0,1
0KGg6VRq4b.png,1920,1080,1,0,0,0,1,0,1
0kL6ZV00FH.png,720,480,1,1,0,0,0,0,0
0klWEoTp9f.png,1920,1080,1,1,0,0,0,0,0
0knQiofY2b.png,1920,1080,1,0,0,0,0,0,1
0ko4VfNkhK.png,1920,1080,1,0,0,0,0,0,0
0kQr33MXBR.png,1920,1080,1,0,0,0,1,0,0
0Kv95DXSwc.png,640,480,0,1,0,0,0,0,0
0KWw1uGQgZ.png,1920,1080,1,0,0,0,1,0,1
0KYBtj5wWY.png,1920,1080,1,1,0,0,0,0,0
0l21k5Tdei.png,704,480,1,1,0,0,0,0,0
0l4Im74ame.png,1920,1080,0,0,0,0,0,0,0
0l5Y1kQLll.png,1920,1080,0,1,0,0,0,0,0
0LaiAHImjE.png,1920,1080,1,1,0,0,1,0,0
0Lcbh1zCFm.png,352,240,0,1,1,0,0,0,0
0lfiT3yTSy.png,1920,1080,1,0,0,0,0,0,1
0lkdjnHz5W.png,1920,1080,0,1,0,0,0,0,0
0lkJSvYtkH.png,1920,1080,1,0,0,0,1,0,0
0lLeZ7vfVp.png,720,576,1,1,0,0,0,0,1
0LOFgbFaVE.png,720,480,1,0,0,0,0,0,1
0LPYxokoxO.png,1920,1080,1,0,0,0,0,0,0
0lt8GwupSd.png,1920,1080,0,1,1,0,0,0,0
0lU4P5qAdG.png,1920,1080,0,1,0,1,0,0,0
0luavzAkvk.png,1920,1080,0,1,0,0,0,0,0
0lw5zN49hp.png,1920,1080,0,1,0,0,0,1,0
0lwqnhvDII.png,1920,1080,1,1,0,0,0,0,0
0Lwxkqp1uL.png,352,240,0,1,0,0,0,0,0
0lZ7gDrq2j.png,1280,720,1,0,0,0,1,0,0
0LzgTgxlPV.png,352,240,0,0,0,0,1,0,0
0LZyjM6KkE.png,1280,720,0,1,0,0,0,0,0
0M5uhgOoy1.png,1920,1080,0,0,0,0,0,0,0
0MLI3ZwtSb.png,1920,1080,0,0,0,0,0,0,0
0MMSZaG46H.png,1280,720,0,1,0,0,0,0,1
0mPbuRRO5F.png,1920,1080,0,1,0,0,0,0,0
0MR6GlFGX1.png,1920,1080,0,1,0,0,0,0,0
0mSc9vGlum.png,1920,1080,1,0,0,0,1,0,1
0MUKsmGM4l.png,1920,1080,0,1,0,0,0,0,0
0mZIAU5h8E.png,1920,1080,0,0,0,0,0,0,0
0NBtKHTTJ0.png,1280,720,1,0,0,0,1,0,0
0nEFRMhUi5.png,1920,1080,0,1,0,0,0,0,0
0nfZp7yUP7.png,1920,1080,0,0,0,0,1,0,0
0nGyRFf3NU.png,1920,1080,1,0,0,0,0,0,0
0nHhhSV87M.png,1920,1080,0,1,0,0,0,0,0
0NHzjQMAi9.png,1920,1080,0,1,0,0,0,0,0
0nlzUFiItR.png,1920,1080,0,0,0,0,1,0,0
0Nm6V55jxV.png,1920,1080,0,1,0,0,0,0,0
0NMnzXJ1kx.png,1920,1080,0,0,0,0,1,0,1
0nPqm1khz1.png,352,240,0,0,0,0,0,0,0
0NSfByYI5l.png,704,480,1,1,0,0,0,0,0
0nsqydWwBR.jpg,640,480,1,1,0,0,0,0,0
0nwxumJyvb.png,1920,1080,1,1,0,0,1,0,0
0nXF0KMvpZ.png,720,576,1,0,0,0,0,0,0
0NZArX1fxt.png,720,480,0,1,1,1,0,0,0
0o1bkrzyGi.png,1920,1080,0,1,0,0,0,0,0
0O3VZ0Cgg5.png,1920,1080,0,1,0,0,0,0,0
0o6cuOseAL.png,640,480,0,0,0,0,0,0,1
0OADCm56jg.png,704,480,1,0,0,0,0,0,0
0Ob1W1nLSf.png,352,240,1,0,0,1,0,0,0
0oB6EUMgjE.png,1920,1080,0,1,0,0,0,0,0
0OHBzGjiEV.png,720,480,0,0,0,0,1,0,1
0OHV9ZlZph.png,1920,1080,0,1,0,1,0,0,0
0OIOxW8Trr.png,1920,1080,1,0,0,0,1,0,1
0oJVO9ZxQE.png,640,480,0,1,0,0,0,0,0
0OoePLkW05.png,1920,1080,0,1,0,0,0,0,0
0oOh0BFLfw.png,1920,1080,0,1,0,0,0,0,0
0Op3xhdsQ4.png,1920,1080,0,1,0,0,0,0,0
0Oscwck01t.png,640,480,0,1,0,1,0,0,0
0otIoWQze0.png,1920,1080,1,0,0,0,0,0,0
0OuhDLRGEW.png,1920,1080,0,1,0,0,0,0,0
0owQdRJKAv.jpg,640,480,0,1,0,0,0,0,0
0p49qenHhd.png,1920,1080,0,0,0,0,0,0,0
0P4f5trDac.png,1920,1080,1,0,0,0,0,0,0
0PaCiFT6mp.png,1920,1080,1,1,0,0,1,0,0
0Pc2WCGZZY.png,1920,1080,1,1,0,0,1,0,1
0pFS5JZZJl.png,1920,1080,0,0,0,0,1,0,1
0phQDiqsxQ.png,720,480,0,0,0,0,0,0,0
0phQJOMyDs.png,1920,1080,1,1,0,0,0,0,0
0Pi72Twe28.png,1920,1080,1,1,0,0,0,1,0
0PKyVtH6vb.png,1920,1080,1,0,0,0,0,0,0
0po8ZYu3g9.png,352,240,0,0,0,0,0,1,0
0pOSKDfw8m.png,720,480,0,1,0,0,0,0,0
0pQMi9Syi3.png,720,576,1,0,0,0,0,0,0
0pSc9kw93z.png,720,576,0,1,0,0,1,0,0
0PtHStnlNw.png,1920,1080,1,0,0,0,1,0,1
0PTZnUOky4.png,720,576,0,1,0,0,0,0,0
0Q0FqbuPEM.png,1920,1080,0,1,0,0,1,0,0
0Q1TMsm7vH.png,1920,1080,0,0,0,0,0,0,0
0q1zWphifU.png,768,576,0,1,0,0,0,0,0
0qBUVecCkW.png,1280,720,0,1,0,0,0,0,0
0qCercYdeA.png,704,480,1,1,0,0,0,0,0
0qdwjAmI61.png,1920,1080,0,1,0,0,0,0,0
0qfqsNzVgK.png,1920,1080,1,0,0,0,1,0,0
0QKjxd7kN8.png,1920,1080,0,0,0,0,0,0,0
0QkykXCizj.png,1280,720,0,1,0,0,0,0,0
0qL1BXvwDm.png,1920,1080,0,1,0,0,0,0,0
0QliKjbPAC.png,1920,1080,0,0,0,0,1,0,0
0qojc8yn0v.png,1920,1080,0,0,0,0,0,0,0
0QP7FTcU2y.png,1920,1080,1,0,0,0,1,0,1
0QpRVqM7l1.png,720,480,0,0,0,0,0,0,0
0qq4tIpwHX.png,1920,1080,0,0,0,0,1,0,0
0QqCHafvmg.png,1920,1080,1,1,0,0,0,0,0
0QW3niS1VO.png,1920,1080,0,1,0,0,0,0,0
0R5V1m2pVI.png,1920,1080,1,1,0,0,0,0,0
0r5WNlKWRK.png,1920,1080,0,1,0,0,0,0,0
0r9LBtvT19.png,720,480,1,1,0,0,0,0,0
0reYB8Jn5y.png,352,240,1,1,0,0,0,0,0
0rGoG5H0Kk.png,1920,1080,0,0,0,0,1,0,0
0rHRHnsCB8.png,640,480,0,1,0,0,0,0,0
0rNEwhwnrM.png,1920,1080,0,0,0,1,1,0,0
0rQdERIRwC.png,1920,1080,0,1,0,0,0,0,0
0rQr6cxyfn.png,1920,1080,0,1,0,0,1,0,0
0Rr3O3E6BK.png,720,576,0,0,0,0,0,0,0
0rSbSJ9dD5.png,1920,1080,0,1,0,0,0,1,0
0rUF32cQqy.png,1920,1080,0,1,0,0,0,0,0
0rUi1oS0Tg.png,640,480,0,1,0,0,1,0,0
0Rujn8PQFZ.png,1920,1080,0,1,0,0,0,0,0
0rX6ZEb5NF.png,1920,1080,1,0,0,0,1,0,0
0RYFeSSd3E.png,1920,1080,0,1,0,0,0,0,0
0RZHTkdxDV.png,640,480,0,1,0,0,0,0,0
0RZTJs4aHJ.png,1920,1080,1,1,0,0,1,0,0
0S3rc0aZBx.png,1920,1080,1,1,0,0,0,0,0
0s4C5wdFuG.png,720,576,1,0,0,0,0,0,0
0s9G1767ks.png,1920,1080,0,1,0,0,0,1,0
0Sa7eLvvDt.png,1920,1080,1,0,0,0,0,0,0
0sbXk0P11d.png,1920,1080,1,0,0,0,0,0,0
0sCKbgpTwV.png,704,480,1,1,1,0,0,0,0
0sfIR7KiXs.png,1920,1080,0,1,0,0,0,0,0
0SHTNm9dA7.png,640,480,0,1,0,0,0,0,1
0SImZKfbeP.png,640,480,0,0,0,0,0,0,1
0SLZfwwwLq.png,1920,1080,1,1,0,0,0,0,0
0SQQSKYbmx.png,1920,1080,0,1,0,0,0,0,0
0SrcE2yaFU.png,1920,1080,1,1,0,0,0,0,0
0srE7fYm0O.png,640,480,0,1,0,0,1,0,0
0sSmWPdG4r.png,640,480,0,0,0,0,0,0,1
0Su0fGtmIb.png,1920,1080,0,1,0,0,0,0,0
0sWuW7miBX.png,640,480,0,0,0,0,0,0,1
0sxiYNGIi7.png,1920,1080,0,0,0,0,1,0,1
0Syeh6A25J.png,720,480,0,1,0,0,0,0,0
0SYq6rbNfb.png,1920,1080,1,0,0,0,1,0,0
0t8n0bY41e.png,1920,1080,1,0,0,0,1,0,0
0TbuQrQPj9.png,1920,1080,1,1,0,0,1,0,0
0TdkYgiiQ7.png,720,480,1,1,0,0,0,0,0
0TEum9Q8HM.png,1920,1080,0,0,0,0,1,0,0
0tfo5rFHab.png,720,480,1,0,0,0,1,0,0
0tFTmXOTM1.png,720,480,0,1,0,0,1,0,0
0tG2oXRSRe.png,1920,1080,1,1,0,0,0,0,0
0TIEZTGYez.png,704,480,1,1,0,0,0,0,0
0tJKYIHkU2.png,1280,720,1,0,0,0,0,0,0
0TjL0Bnvb7.png,1920,1080,0,1,0,1,0,0,0
0TkZyloCSt.png,1920,1080,0,1,0,0,0,1,0
0tnXANt7OD.png,704,480,0,0,0,0,0,0,0
0toMbOmisK.png,720,480,1,1,0,0,1,0,0
0tRNDCAs85.png,1920,1080,0,1,0,0,0,0,0
0TsK63WvI1.png,1920,1080,1,1,0,0,1,0,0
0TtvHus4kk.png,1920,1080,1,1,0,0,0,0,0
0TvOV6LyrR.png,1920,1080,0,0,0,0,1,0,0
0TxdHwqFTs.png,1920,1080,0,1,0,1,0,0,0
0TYGDr8fVb.png,720,576,1,0,0,0,0,0,0
0U0I61zjY2.png,1920,1080,0,0,0,0,1,1,1
0u2XjNEivl.png,1920,1080,0,1,0,0,0,0,0
0u5qQW0F5V.png,1920,1080,0,0,0,0,0,0,0
0u8aEh3oNl.png,1920,1080,0,0,0,0,0,0,0
0UAda20hC7.png,1920,1080,0,0,0,0,1,0,0
0UaqRF6H0q.png,640,480,0,1,0,0,0,0,0
0ubJi1Tlf1.png,1920,1080,1,0,0,0,0,0,0
0UbpJVx6Ys.png,720,576,0,0,0,0,0,0,0
0uDR3tkjWQ.png,720,480,0,0,0,0,0,0,0
0UgQ9Pj7Mu.png,1920,1080,0,1,0,0,0,0,0
0UI5KKDFpZ.png,1280,720,0,1,0,1,0,0,0
0UiONNXAYx.png,1920,1080,0,1,0,0,0,1,0
0UJXceIdEJ.png,1920,1080,1,0,0,0,0,0,0
0Uk5pnsGvE.png,720,480,0,1,0,0,1,0,0
0UKxHpMgZ1.png,1920,1080,0,0,0,0,0,0,0
0UOFqXNSJv.png,1920,1080,1,0,0,0,0,0,0
0uRoGcuiqc.jpg,640,480,1,1,0,0,1,0,1
0usMmN51KI.png,720,480,0,1,0,0,0,0,0
0uVtD2sUdE.png,1920,1080,1,0,0,0,0,0,0
0UWF2ZdMPo.png,1920,1080,1,0,0,0,1,0,1
0UWJudoJqK.png,1920,1080,0,1,0,0,0,1,0
0Uxo177nlV.png,1920,1080,1,1,0,0,1,0,0
0Uz6mCxX9u.png,1920,1080,0,1,0,0,0,1,0
0V0PHtsuBq.png,1920,1080,0,1,0,0,0,1,0
0V8ytrPOM5.png,720,480,0,1,0,0,0,0,0
0v9NZB8ynM.png,1920,1080,0,1,0,0,0,1,0
0Vd4UIHath.png,1920,1080,1,1,0,0,0,0,0
0vEiBgpHhe.png,640,480,0,1,0,0,0,0,0
0verPyqz8O.png,1920,1080,0,1,0,0,0,0,0
0vfGhmdsxG.png,1920,1080,1,1,0,0,0,0,0
0vfHkv5aa2.png,1920,1080,1,1,0,0,0,0,0
0VHiZH0AeK.png,1920,1080,0,0,0,0,1,0,1
0vleixPDpz.png,1920,1080,0,1,0,0,0,0,0
0Vp51GoUmp.png,720,480,0,1,0,0,1,0,0
0vP7wH7akR.png,1920,1080,0,1,1,0,0,0,0
0VR8JEXSOr.png,1920,1080,0,1,0,0,0,1,0
0vSx410KZN.png,1920,1080,0,1,0,0,0,0,0
0VtF1bEGSW.png,352,240,0,0,0,0,0,0,0
0vthV2edwQ.png,1920,1080,1,0,0,0,0,0,0
0VthvKWZQc.png,1920,1080,0,0,0,0,1,0,0
0vYvMKw9u4.png,1920,1080,1,1,0,0,1,0,0
0VZPVbCfGc.png,720,480,1,0,0,0,0,0,0
0W2alEiQ5w.png,856,480,0,1,0,0,0,0,0
0w53FUqjWf.png,1920,1080,0,1,0,0,0,1,0
0W5TAprJEp.png,640,480,0,1,0,0,0,0,0
0W9cWHr60l.jpg,1920,1080,0,1,0,0,0,0,0
0WblaT0ptZ.png,1920,1080,0,1,0,0,0,0,0
0WBXI0Mrdo.png,720,576,0,0,0,0,1,0,1
0WcJY4bVWC.png,1920,1080,1,0,0,0,1,0,0
